sseqid	gene_name
pid|0000000000100207545|tx|10020|	crb:17891010
pid|0000000000100207545|tx|10020|	ath:AT4G35650
pid|0000000000100207545|tx|10020|	csat:104716565
pid|0000000000100207545|tx|10020|	aly:9305145
pid|0000000000100207545|tx|10020|	crb:17877466
pid|0000000000100207545|tx|10020|	crb:17893809
pid|0000000000100207545|tx|10020|	csat:104716605
pid|0000000000100207545|tx|10020|	csat:104729638
pid|0000000000100207545|tx|10020|	csat:104729679
pid|0000000001002018902|tx|10020|	csat:104721213
pid|0000000001002018902|tx|10020|	aly:9329788
pid|0000000001002018902|tx|10020|	ath:AT2G17130
pid|0000000001002018902|tx|10020|	aly:9307093
pid|0000000001002018902|tx|10020|	crb:17884216
pid|0000000001002018902|tx|10020|	ath:AT5G03290
pid|0000000001002018902|tx|10020|	csat:104708810
pid|0000000001002018902|tx|10020|	aly:9320824
pid|0000000001002018902|tx|10020|	ath:AT3G09810
pid|0000000001002018902|tx|10020|	aly:9303153
pid|0000000001002018902|tx|10020|	aly:9320108
pid|0000000001002018902|tx|10020|	crb:17879711
pid|0000000001002018902|tx|10020|	ath:AT4G35260
pid|0000000001002018902|tx|10020|	crb:17891010
pid|0000000001002018902|tx|10020|	ath:AT4G35650
pid|0000000001002018902|tx|10020|	csat:104716565
pid|0000000001002018902|tx|10020|	aly:9305145
pid|0000000001002018902|tx|10020|	crb:17877466
pid|0000000001002018902|tx|10020|	crb:17893809
pid|0000000001002018902|tx|10020|	csat:104716605
pid|0000000001002018902|tx|10020|	csat:104729638
pid|0000000001002018902|tx|10020|	csat:104729679
pid|0000000000100201451|tx|10020|	csat:104721213
pid|0000000000100201451|tx|10020|	aly:9329788
pid|0000000000100201451|tx|10020|	ath:AT2G17130
pid|0000000000100201451|tx|10020|	aly:9307093
pid|0000000000100201451|tx|10020|	crb:17884216
pid|0000000000100201451|tx|10020|	ath:AT5G03290
pid|0000000000100201451|tx|10020|	csat:104708810
pid|0000000000100201451|tx|10020|	aly:9320824
pid|0000000000100201451|tx|10020|	ath:AT3G09810
pid|0000000000100201451|tx|10020|	aly:9303153
pid|0000000000100201451|tx|10020|	aly:9320108
pid|0000000000100201451|tx|10020|	crb:17879711
pid|0000000000100201451|tx|10020|	ath:AT4G35260
pid|0000000000100201451|tx|10020|	crb:17891010
pid|0000000000100201451|tx|10020|	ath:AT4G35650
pid|0000000000100201451|tx|10020|	csat:104716565
pid|0000000000100201451|tx|10020|	aly:9305145
pid|0000000000100201451|tx|10020|	crb:17877466
pid|0000000000100201451|tx|10020|	crb:17893809
pid|0000000000100201451|tx|10020|	csat:104716605
pid|0000000000100201451|tx|10020|	csat:104729638
pid|0000000000100201451|tx|10020|	csat:104729679
pid|0000000000100201097|tx|10020|	ath:AT2G20420
pid|0000000000100201097|tx|10020|	crb:17893189
pid|0000000000100201097|tx|10020|	aly:9320268
pid|0000000000100201097|tx|10020|	csat:104701729
pid|0000000000100201206|tx|10020|	ath:AT2G20420
pid|0000000000100201206|tx|10020|	crb:17893189
pid|0000000000100201206|tx|10020|	aly:9320268
pid|0000000000100201206|tx|10020|	csat:104701729
pid|0000000001002014849|tx|10020|	ath:AT5G43940
pid|0000000001002014849|tx|10020|	crb:17895484
pid|0000000001002014849|tx|10020|	ath:AT5G24760
pid|0000000001002014849|tx|10020|	aly:9329802
pid|0000000001002014849|tx|10020|	crb:17895941
pid|0000000001002014849|tx|10020|	crb:17876706
pid|0000000001002014849|tx|10020|	aly:9322396
pid|0000000001002014849|tx|10020|	aly:9326576
pid|0000000001002014849|tx|10020|	csat:104702484
pid|0000000001002014849|tx|10020|	csat:104715866
pid|0000000001002014849|tx|10020|	csat:104725030
pid|0000000001002014849|tx|10020|	aly:9301619
pid|0000000001002014849|tx|10020|	aly:9310288
pid|0000000001002014849|tx|10020|	ath:AT4G22110
pid|0000000001002014849|tx|10020|	crb:17897714
pid|0000000001002014849|tx|10020|	ath:AT1G77120
pid|0000000001002014849|tx|10020|	ath:AT1G32780
pid|0000000001002014849|tx|10020|	aly:9299700
pid|0000000001002014849|tx|10020|	crb:17878153
pid|0000000001002014849|tx|10020|	csat:104725223
pid|0000000001002014849|tx|10020|	ath:AT1G64710
pid|0000000001002014849|tx|10020|	crb:17896790
pid|0000000001002014849|tx|10020|	crb:17883670
pid|0000000001002014849|tx|10020|	csat:104706788
pid|0000000001002014849|tx|10020|	ath:AT1G22430
pid|0000000001002014849|tx|10020|	aly:9323734
pid|0000000001002014849|tx|10020|	ath:AT1G22440
pid|0000000001002014849|tx|10020|	aly:9329291
pid|0000000001002014849|tx|10020|	crb:17876385
pid|0000000001002014849|tx|10020|	ath:AT5G42250
pid|0000000001002014849|tx|10020|	aly:9323929
pid|0000000001002014849|tx|10020|	crb:17897077
pid|0000000001002010521|tx|10020|	ath:AT5G43940
pid|0000000001002010521|tx|10020|	crb:17895484
pid|0000000001002010521|tx|10020|	ath:AT5G24760
pid|0000000001002010521|tx|10020|	aly:9329802
pid|0000000001002010521|tx|10020|	crb:17895941
pid|0000000001002010521|tx|10020|	crb:17876706
pid|0000000001002010521|tx|10020|	aly:9322396
pid|0000000001002010521|tx|10020|	aly:9326576
pid|0000000001002010521|tx|10020|	csat:104702484
pid|0000000001002010521|tx|10020|	csat:104715866
pid|0000000001002010521|tx|10020|	csat:104725030
pid|0000000001002010521|tx|10020|	aly:9301619
pid|0000000001002010521|tx|10020|	aly:9310288
pid|0000000001002010521|tx|10020|	ath:AT4G22110
pid|0000000001002010521|tx|10020|	crb:17897714
pid|0000000001002010521|tx|10020|	ath:AT1G77120
pid|0000000001002010521|tx|10020|	ath:AT1G32780
pid|0000000001002010521|tx|10020|	aly:9299700
pid|0000000001002010521|tx|10020|	crb:17878153
pid|0000000001002010521|tx|10020|	csat:104725223
pid|0000000001002010521|tx|10020|	ath:AT1G64710
pid|0000000001002010521|tx|10020|	crb:17896790
pid|0000000001002010521|tx|10020|	crb:17883670
pid|0000000001002010521|tx|10020|	csat:104706788
pid|0000000001002010521|tx|10020|	ath:AT1G22430
pid|0000000001002010521|tx|10020|	aly:9323734
pid|0000000001002010521|tx|10020|	ath:AT1G22440
pid|0000000001002010521|tx|10020|	aly:9329291
pid|0000000001002010521|tx|10020|	crb:17876385
pid|0000000001002010521|tx|10020|	ath:AT5G42250
pid|0000000001002010521|tx|10020|	aly:9323929
pid|0000000001002010521|tx|10020|	crb:17897077
pid|0000000001002014848|tx|10020|	ath:AT5G43940
pid|0000000001002014848|tx|10020|	crb:17895484
pid|0000000001002014848|tx|10020|	ath:AT5G24760
pid|0000000001002014848|tx|10020|	aly:9329802
pid|0000000001002014848|tx|10020|	crb:17895941
pid|0000000001002014848|tx|10020|	crb:17876706
pid|0000000001002014848|tx|10020|	aly:9322396
pid|0000000001002014848|tx|10020|	aly:9326576
pid|0000000001002014848|tx|10020|	csat:104702484
pid|0000000001002014848|tx|10020|	csat:104715866
pid|0000000001002014848|tx|10020|	csat:104725030
pid|0000000001002014848|tx|10020|	aly:9301619
pid|0000000001002014848|tx|10020|	aly:9310288
pid|0000000001002014848|tx|10020|	ath:AT4G22110
pid|0000000001002014848|tx|10020|	crb:17897714
pid|0000000001002014848|tx|10020|	ath:AT1G77120
pid|0000000001002014848|tx|10020|	ath:AT1G32780
pid|0000000001002014848|tx|10020|	aly:9299700
pid|0000000001002014848|tx|10020|	crb:17878153
pid|0000000001002014848|tx|10020|	csat:104725223
pid|0000000001002014848|tx|10020|	ath:AT1G64710
pid|0000000001002014848|tx|10020|	crb:17896790
pid|0000000001002014848|tx|10020|	crb:17883670
pid|0000000001002014848|tx|10020|	csat:104706788
pid|0000000001002014848|tx|10020|	ath:AT1G22430
pid|0000000001002014848|tx|10020|	aly:9323734
pid|0000000001002014848|tx|10020|	ath:AT1G22440
pid|0000000001002014848|tx|10020|	aly:9329291
pid|0000000001002014848|tx|10020|	crb:17876385
pid|0000000001002014848|tx|10020|	ath:AT5G42250
pid|0000000001002014848|tx|10020|	aly:9323929
pid|0000000001002014848|tx|10020|	crb:17897077
pid|0000000001002010528|tx|10020|	ath:AT5G43940
pid|0000000001002010528|tx|10020|	crb:17895484
pid|0000000001002010528|tx|10020|	ath:AT5G24760
pid|0000000001002010528|tx|10020|	aly:9329802
pid|0000000001002010528|tx|10020|	crb:17895941
pid|0000000001002010528|tx|10020|	crb:17876706
pid|0000000001002010528|tx|10020|	aly:9322396
pid|0000000001002010528|tx|10020|	aly:9326576
pid|0000000001002010528|tx|10020|	csat:104702484
pid|0000000001002010528|tx|10020|	csat:104715866
pid|0000000001002010528|tx|10020|	csat:104725030
pid|0000000001002010528|tx|10020|	aly:9301619
pid|0000000001002010528|tx|10020|	aly:9310288
pid|0000000001002010528|tx|10020|	ath:AT4G22110
pid|0000000001002010528|tx|10020|	crb:17897714
pid|0000000001002010528|tx|10020|	ath:AT1G77120
pid|0000000001002010528|tx|10020|	ath:AT1G32780
pid|0000000001002010528|tx|10020|	aly:9299700
pid|0000000001002010528|tx|10020|	crb:17878153
pid|0000000001002010528|tx|10020|	csat:104725223
pid|0000000001002010528|tx|10020|	ath:AT1G64710
pid|0000000001002010528|tx|10020|	crb:17896790
pid|0000000001002010528|tx|10020|	crb:17883670
pid|0000000001002010528|tx|10020|	csat:104706788
pid|0000000001002010528|tx|10020|	ath:AT1G22430
pid|0000000001002010528|tx|10020|	aly:9323734
pid|0000000001002010528|tx|10020|	ath:AT1G22440
pid|0000000001002010528|tx|10020|	aly:9329291
pid|0000000001002010528|tx|10020|	crb:17876385
pid|0000000001002010528|tx|10020|	ath:AT5G42250
pid|0000000001002010528|tx|10020|	aly:9323929
pid|0000000001002010528|tx|10020|	crb:17897077
pid|0000000000100207111|tx|10020|	ath:AT3G06060
pid|0000000000100207111|tx|10020|	aly:9320622
pid|0000000000100207111|tx|10020|	crb:17893497
pid|0000000000100207111|tx|10020|	ath:AT5G19200
pid|0000000000100207111|tx|10020|	crb:17883655
pid|0000000000100207111|tx|10020|	csat:104719332
pid|0000000000100207111|tx|10020|	aly:9307940
pid|0000000001002013177|tx|10020|	csat:104725607
pid|0000000001002013177|tx|10020|	aly:9314440
pid|0000000001002013177|tx|10020|	ath:AT5G61830
pid|0000000001002013177|tx|10020|	crb:17876819
pid|0000000001002013177|tx|10020|	aly:9312590
pid|0000000001002013177|tx|10020|	aly:9314798
pid|0000000001002013177|tx|10020|	aly:9301912
pid|0000000001002013177|tx|10020|	crb:17875908
pid|0000000001002013177|tx|10020|	ath:AT5G51030
pid|0000000001002013177|tx|10020|	csat:104713863
pid|0000000001002013177|tx|10020|	ath:AT2G24190
pid|0000000001002013177|tx|10020|	csat:104699947
pid|0000000001002013177|tx|10020|	ath:AT3G61220
pid|0000000001002013177|tx|10020|	crb:17888559
pid|0000000001002013177|tx|10020|	crb:17885946
pid|0000000001002013177|tx|10020|	aly:9302530
pid|0000000001002013178|tx|10020|	csat:104725607
pid|0000000001002013178|tx|10020|	aly:9314440
pid|0000000001002013178|tx|10020|	ath:AT5G61830
pid|0000000001002013178|tx|10020|	crb:17876819
pid|0000000001002013178|tx|10020|	aly:9312590
pid|0000000001002013178|tx|10020|	aly:9314798
pid|0000000001002013178|tx|10020|	aly:9301912
pid|0000000001002013178|tx|10020|	crb:17875908
pid|0000000001002013178|tx|10020|	ath:AT5G51030
pid|0000000001002013178|tx|10020|	csat:104713863
pid|0000000001002013178|tx|10020|	ath:AT2G24190
pid|0000000001002013178|tx|10020|	csat:104699947
pid|0000000001002013178|tx|10020|	ath:AT3G61220
pid|0000000001002013178|tx|10020|	crb:17888559
pid|0000000001002013178|tx|10020|	crb:17885946
pid|0000000001002013178|tx|10020|	aly:9302530
pid|0000000000100207548|tx|10020|	ath:AT4G17260
pid|0000000000100207548|tx|10020|	csat:104718618
pid|0000000000100207548|tx|10020|	crb:17880878
pid|0000000000100207548|tx|10020|	aly:9306184
pid|0000000000100207575|tx|10020|	ath:AT4G17260
pid|0000000000100207575|tx|10020|	csat:104718618
pid|0000000000100207575|tx|10020|	crb:17880878
pid|0000000000100207575|tx|10020|	aly:9306184
pid|0000000001002012728|tx|10020|	ath:AT4G17260
pid|0000000001002012728|tx|10020|	csat:104718618
pid|0000000001002012728|tx|10020|	crb:17880878
pid|0000000001002012728|tx|10020|	aly:9306184
pid|0000000001002011517|tx|10020|	ath:AT4G17260
pid|0000000001002011517|tx|10020|	csat:104718618
pid|0000000001002011517|tx|10020|	crb:17880878
pid|0000000001002011517|tx|10020|	aly:9306184
pid|0000000001002018891|tx|10020|	aly:9313103
pid|0000000001002018891|tx|10020|	crb:17877582
pid|0000000001002018891|tx|10020|	csat:104724441
pid|0000000001002018891|tx|10020|	csat:104719740
pid|0000000001002018891|tx|10020|	crb:17898694
pid|0000000001002018891|tx|10020|	aly:9326778
pid|0000000001002018891|tx|10020|	crb:17877944
pid|0000000001002018891|tx|10020|	ath:AT5G35790
pid|0000000001002018891|tx|10020|	aly:9304711
pid|0000000001002018891|tx|10020|	ath:AT3G27300
pid|0000000001002018891|tx|10020|	csat:104710551
pid|0000000001002018891|tx|10020|	csat:104719285
pid|0000000001002018891|tx|10020|	ath:AT5G40760
pid|0000000001002018891|tx|10020|	aly:9306520
pid|0000000001002018891|tx|10020|	csat:104724017
pid|0000000001002018891|tx|10020|	crb:17887291
pid|0000000001002018891|tx|10020|	ath:AT1G24280
pid|0000000000100202796|tx|10020|	crb:17879828
pid|0000000000100202796|tx|10020|	crb:17880212
pid|0000000000100202796|tx|10020|	crb:17877612
pid|0000000000100202796|tx|10020|	aly:9305575
pid|0000000000100202796|tx|10020|	crb:17880420
pid|0000000000100202796|tx|10020|	csat:104707597
pid|0000000000100202796|tx|10020|	csat:104716905
pid|0000000000100202796|tx|10020|	csat:104725917
pid|0000000000100202796|tx|10020|	csat:104716943
pid|0000000000100202796|tx|10020|	aly:9305843
pid|0000000000100202796|tx|10020|	csat:104729122
pid|0000000000100202796|tx|10020|	ath:AT4G23590
pid|0000000000100202796|tx|10020|	aly:9314873
pid|0000000000100202796|tx|10020|	csat:104722058
pid|0000000000100202796|tx|10020|	csat:104717364
pid|0000000000100202796|tx|10020|	ath:AT5G36160
pid|0000000000100202796|tx|10020|	crb:17880995
pid|0000000000100202796|tx|10020|	csat:104717365
pid|0000000000100202796|tx|10020|	csat:104722060
pid|0000000000100202796|tx|10020|	crb:17875917
pid|0000000000100202796|tx|10020|	aly:9302085
pid|0000000000100202796|tx|10020|	ath:AT2G24850
pid|0000000000100202796|tx|10020|	ath:AT5G53970
pid|0000000000100202796|tx|10020|	aly:9306540
pid|0000000000100202796|tx|10020|	ath:AT4G28410
pid|0000000000100202796|tx|10020|	ath:AT4G28420
pid|0000000001002011237|tx|10020|	csat:104702549
pid|0000000001002011237|tx|10020|	csat:104713438
pid|0000000001002011237|tx|10020|	crb:17887943
pid|0000000001002011237|tx|10020|	crb:17896472
pid|0000000001002011237|tx|10020|	csat:104713666
pid|0000000001002011237|tx|10020|	ath:AT1G77670
pid|0000000001002011237|tx|10020|	ath:AT2G22250
pid|0000000001002011237|tx|10020|	aly:9316505
pid|0000000001002011237|tx|10020|	aly:9325216
pid|0000000000100208847|tx|10020|	csat:104702549
pid|0000000000100208847|tx|10020|	csat:104713438
pid|0000000000100208847|tx|10020|	crb:17887943
pid|0000000000100208847|tx|10020|	crb:17896472
pid|0000000000100208847|tx|10020|	csat:104713666
pid|0000000000100208847|tx|10020|	ath:AT1G77670
pid|0000000000100208847|tx|10020|	ath:AT2G22250
pid|0000000000100208847|tx|10020|	aly:9316505
pid|0000000000100208847|tx|10020|	aly:9325216
pid|0000000000100207149|tx|10020|	ath:AT4G00570
pid|0000000000100207149|tx|10020|	csat:104714412
pid|0000000000100207149|tx|10020|	ath:AT5G25880
pid|0000000000100207149|tx|10020|	aly:9319868
pid|0000000000100207149|tx|10020|	csat:104702396
pid|0000000000100207149|tx|10020|	ath:AT2G19900
pid|0000000000100207149|tx|10020|	crb:17890615
pid|0000000000100207149|tx|10020|	csat:104712096
pid|0000000000100207149|tx|10020|	crb:17891793
pid|0000000000100207149|tx|10020|	aly:9320033
pid|0000000000100207149|tx|10020|	csat:104705320
pid|0000000000100207149|tx|10020|	aly:9309009
pid|0000000000100207149|tx|10020|	crb:17882343
pid|0000000000100207149|tx|10020|	ath:AT1G79750
pid|0000000000100207149|tx|10020|	csat:104705434
pid|0000000000100207149|tx|10020|	crb:17882467
pid|0000000000100207149|tx|10020|	aly:9325390
pid|0000000000100207149|tx|10020|	aly:9309596
pid|0000000000100207149|tx|10020|	crb:17882677
pid|0000000000100207149|tx|10020|	crb:17895243
pid|0000000000100207149|tx|10020|	ath:AT5G11670
pid|0000000000100207149|tx|10020|	csat:104703472
pid|0000000000100207149|tx|10020|	ath:AT2G13560
pid|0000000000100203675|tx|10020|	ath:AT4G00570
pid|0000000000100203675|tx|10020|	csat:104714412
pid|0000000000100203675|tx|10020|	ath:AT5G25880
pid|0000000000100203675|tx|10020|	aly:9319868
pid|0000000000100203675|tx|10020|	csat:104702396
pid|0000000000100203675|tx|10020|	ath:AT2G19900
pid|0000000000100203675|tx|10020|	crb:17890615
pid|0000000000100203675|tx|10020|	csat:104712096
pid|0000000000100203675|tx|10020|	crb:17891793
pid|0000000000100203675|tx|10020|	aly:9320033
pid|0000000000100203675|tx|10020|	csat:104705320
pid|0000000000100203675|tx|10020|	aly:9309009
pid|0000000000100203675|tx|10020|	crb:17882343
pid|0000000000100203675|tx|10020|	ath:AT1G79750
pid|0000000000100203675|tx|10020|	csat:104705434
pid|0000000000100203675|tx|10020|	crb:17882467
pid|0000000000100203675|tx|10020|	aly:9325390
pid|0000000000100203675|tx|10020|	aly:9309596
pid|0000000000100203675|tx|10020|	crb:17882677
pid|0000000000100203675|tx|10020|	crb:17895243
pid|0000000000100203675|tx|10020|	ath:AT5G11670
pid|0000000000100203675|tx|10020|	csat:104703472
pid|0000000000100203675|tx|10020|	ath:AT2G13560
pid|0000000000100204145|tx|10020|	aly:9310332
pid|0000000000100204145|tx|10020|	ath:AT5G25480
pid|0000000000100204145|tx|10020|	crb:17883675
pid|0000000000100204145|tx|10020|	csat:104706869
pid|0000000001002012698|tx|10020|	crb:17886537
pid|0000000001002012698|tx|10020|	ath:AT3G26410
pid|0000000001002012698|tx|10020|	csat:104710428
pid|0000000001002012698|tx|10020|	aly:9311386
pid|0000000001009016539|tx|10090|	crb:17886537
pid|0000000001009016539|tx|10090|	ath:AT3G26410
pid|0000000001009016539|tx|10090|	csat:104710428
pid|0000000001009016539|tx|10090|	aly:9311386
pid|0000000001009020195|tx|10090|	ath:AT1G59950
pid|0000000001009020195|tx|10090|	aly:9299043
pid|0000000001009020195|tx|10090|	csat:104709017
pid|0000000001009020195|tx|10090|	ath:AT1G59960
pid|0000000001009020195|tx|10090|	crb:17884467
pid|0000000001009020195|tx|10090|	csat:104700753
pid|0000000001009020195|tx|10090|	csat:104700754
pid|0000000001009020195|tx|10090|	aly:9322713
pid|0000000001009020195|tx|10090|	crb:17896534
pid|0000000001009020195|tx|10090|	ath:AT2G37790
pid|0000000001009020195|tx|10090|	crb:17895007
pid|0000000001009020195|tx|10090|	aly:110228858
pid|0000000001009020195|tx|10090|	crb:17890130
pid|0000000001009020195|tx|10090|	crb:111831974
pid|0000000001009020195|tx|10090|	aly:9306975
pid|0000000001009020195|tx|10090|	aly:9324226
pid|0000000001009020195|tx|10090|	ath:AT5G01670
pid|0000000001009011216|tx|10090|	ath:AT1G59950
pid|0000000001009011216|tx|10090|	aly:9299043
pid|0000000001009011216|tx|10090|	csat:104709017
pid|0000000001009011216|tx|10090|	ath:AT1G59960
pid|0000000001009011216|tx|10090|	crb:17884467
pid|0000000001009011216|tx|10090|	csat:104700753
pid|0000000001009011216|tx|10090|	csat:104700754
pid|0000000001009011216|tx|10090|	aly:9322713
pid|0000000001009011216|tx|10090|	crb:17896534
pid|0000000001009011216|tx|10090|	ath:AT2G37790
pid|0000000001009011216|tx|10090|	crb:17895007
pid|0000000001009011216|tx|10090|	aly:110228858
pid|0000000001009011216|tx|10090|	crb:17890130
pid|0000000001009011216|tx|10090|	crb:111831974
pid|0000000001009011216|tx|10090|	aly:9306975
pid|0000000001009011216|tx|10090|	aly:9324226
pid|0000000001009011216|tx|10090|	ath:AT5G01670
pid|0000000001009018597|tx|10090|	ath:AT1G59950
pid|0000000001009018597|tx|10090|	aly:9299043
pid|0000000001009018597|tx|10090|	csat:104709017
pid|0000000001009018597|tx|10090|	ath:AT1G59960
pid|0000000001009018597|tx|10090|	crb:17884467
pid|0000000001009018597|tx|10090|	csat:104700753
pid|0000000001009018597|tx|10090|	csat:104700754
pid|0000000001009018597|tx|10090|	aly:9322713
pid|0000000001009018597|tx|10090|	crb:17896534
pid|0000000001009018597|tx|10090|	ath:AT2G37790
pid|0000000001009018597|tx|10090|	crb:17895007
pid|0000000001009018597|tx|10090|	aly:110228858
pid|0000000001009018597|tx|10090|	crb:17890130
pid|0000000001009018597|tx|10090|	crb:111831974
pid|0000000001009018597|tx|10090|	aly:9306975
pid|0000000001009018597|tx|10090|	aly:9324226
pid|0000000001009018597|tx|10090|	ath:AT5G01670
pid|0000000001009016072|tx|10090|	ath:AT1G59950
pid|0000000001009016072|tx|10090|	aly:9299043
pid|0000000001009016072|tx|10090|	csat:104709017
pid|0000000001009016072|tx|10090|	ath:AT1G59960
pid|0000000001009016072|tx|10090|	crb:17884467
pid|0000000001009016072|tx|10090|	csat:104700753
pid|0000000001009016072|tx|10090|	csat:104700754
pid|0000000001009016072|tx|10090|	aly:9322713
pid|0000000001009016072|tx|10090|	crb:17896534
pid|0000000001009016072|tx|10090|	ath:AT2G37790
pid|0000000001009016072|tx|10090|	crb:17895007
pid|0000000001009016072|tx|10090|	aly:110228858
pid|0000000001009016072|tx|10090|	crb:17890130
pid|0000000001009016072|tx|10090|	crb:111831974
pid|0000000001009016072|tx|10090|	aly:9306975
pid|0000000001009016072|tx|10090|	aly:9324226
pid|0000000001009016072|tx|10090|	ath:AT5G01670
pid|0000000000010090520|tx|10090|	ath:AT1G59950
pid|0000000000010090520|tx|10090|	aly:9299043
pid|0000000000010090520|tx|10090|	csat:104709017
pid|0000000000010090520|tx|10090|	ath:AT1G59960
pid|0000000000010090520|tx|10090|	crb:17884467
pid|0000000000010090520|tx|10090|	csat:104700753
pid|0000000000010090520|tx|10090|	csat:104700754
pid|0000000000010090520|tx|10090|	aly:9322713
pid|0000000000010090520|tx|10090|	crb:17896534
pid|0000000000010090520|tx|10090|	ath:AT2G37790
pid|0000000000010090520|tx|10090|	crb:17895007
pid|0000000000010090520|tx|10090|	aly:110228858
pid|0000000000010090520|tx|10090|	crb:17890130
pid|0000000000010090520|tx|10090|	crb:111831974
pid|0000000000010090520|tx|10090|	aly:9306975
pid|0000000000010090520|tx|10090|	aly:9324226
pid|0000000000010090520|tx|10090|	ath:AT5G01670
pid|0000000001009018140|tx|10090|	ath:AT1G59950
pid|0000000001009018140|tx|10090|	aly:9299043
pid|0000000001009018140|tx|10090|	csat:104709017
pid|0000000001009018140|tx|10090|	ath:AT1G59960
pid|0000000001009018140|tx|10090|	crb:17884467
pid|0000000001009018140|tx|10090|	csat:104700753
pid|0000000001009018140|tx|10090|	csat:104700754
pid|0000000001009018140|tx|10090|	aly:9322713
pid|0000000001009018140|tx|10090|	crb:17896534
pid|0000000001009018140|tx|10090|	ath:AT2G37790
pid|0000000001009018140|tx|10090|	crb:17895007
pid|0000000001009018140|tx|10090|	aly:110228858
pid|0000000001009018140|tx|10090|	crb:17890130
pid|0000000001009018140|tx|10090|	crb:111831974
pid|0000000001009018140|tx|10090|	aly:9306975
pid|0000000001009018140|tx|10090|	aly:9324226
pid|0000000001009018140|tx|10090|	ath:AT5G01670
pid|0000000001009017108|tx|10090|	ath:AT1G59950
pid|0000000001009017108|tx|10090|	aly:9299043
pid|0000000001009017108|tx|10090|	csat:104709017
pid|0000000001009017108|tx|10090|	ath:AT1G59960
pid|0000000001009017108|tx|10090|	crb:17884467
pid|0000000001009017108|tx|10090|	csat:104700753
pid|0000000001009017108|tx|10090|	csat:104700754
pid|0000000001009017108|tx|10090|	aly:9322713
pid|0000000001009017108|tx|10090|	crb:17896534
pid|0000000001009017108|tx|10090|	ath:AT2G37790
pid|0000000001009017108|tx|10090|	crb:17895007
pid|0000000001009017108|tx|10090|	aly:110228858
pid|0000000001009017108|tx|10090|	crb:17890130
pid|0000000001009017108|tx|10090|	crb:111831974
pid|0000000001009017108|tx|10090|	aly:9306975
pid|0000000001009017108|tx|10090|	aly:9324226
pid|0000000001009017108|tx|10090|	ath:AT5G01670
pid|0000000001009018144|tx|10090|	ath:AT1G59950
pid|0000000001009018144|tx|10090|	aly:9299043
pid|0000000001009018144|tx|10090|	csat:104709017
pid|0000000001009018144|tx|10090|	ath:AT1G59960
pid|0000000001009018144|tx|10090|	crb:17884467
pid|0000000001009018144|tx|10090|	csat:104700753
pid|0000000001009018144|tx|10090|	csat:104700754
pid|0000000001009018144|tx|10090|	aly:9322713
pid|0000000001009018144|tx|10090|	crb:17896534
pid|0000000001009018144|tx|10090|	ath:AT2G37790
pid|0000000001009018144|tx|10090|	crb:17895007
pid|0000000001009018144|tx|10090|	aly:110228858
pid|0000000001009018144|tx|10090|	crb:17890130
pid|0000000001009018144|tx|10090|	crb:111831974
pid|0000000001009018144|tx|10090|	aly:9306975
pid|0000000001009018144|tx|10090|	aly:9324226
pid|0000000001009018144|tx|10090|	ath:AT5G01670
pid|0000000001009012925|tx|10090|	ath:AT1G59950
pid|0000000001009012925|tx|10090|	aly:9299043
pid|0000000001009012925|tx|10090|	csat:104709017
pid|0000000001009012925|tx|10090|	ath:AT1G59960
pid|0000000001009012925|tx|10090|	crb:17884467
pid|0000000001009012925|tx|10090|	csat:104700753
pid|0000000001009012925|tx|10090|	csat:104700754
pid|0000000001009012925|tx|10090|	aly:9322713
pid|0000000001009012925|tx|10090|	crb:17896534
pid|0000000001009012925|tx|10090|	ath:AT2G37790
pid|0000000001009012925|tx|10090|	crb:17895007
pid|0000000001009012925|tx|10090|	aly:110228858
pid|0000000001009012925|tx|10090|	crb:17890130
pid|0000000001009012925|tx|10090|	crb:111831974
pid|0000000001009012925|tx|10090|	aly:9306975
pid|0000000001009012925|tx|10090|	aly:9324226
pid|0000000001009012925|tx|10090|	ath:AT5G01670
pid|0000000001009024367|tx|10090|	ath:AT1G59950
pid|0000000001009024367|tx|10090|	aly:9299043
pid|0000000001009024367|tx|10090|	csat:104709017
pid|0000000001009024367|tx|10090|	ath:AT1G59960
pid|0000000001009024367|tx|10090|	crb:17884467
pid|0000000001009024367|tx|10090|	csat:104700753
pid|0000000001009024367|tx|10090|	csat:104700754
pid|0000000001009024367|tx|10090|	aly:9322713
pid|0000000001009024367|tx|10090|	crb:17896534
pid|0000000001009024367|tx|10090|	ath:AT2G37790
pid|0000000001009024367|tx|10090|	crb:17895007
pid|0000000001009024367|tx|10090|	aly:110228858
pid|0000000001009024367|tx|10090|	crb:17890130
pid|0000000001009024367|tx|10090|	crb:111831974
pid|0000000001009024367|tx|10090|	aly:9306975
pid|0000000001009024367|tx|10090|	aly:9324226
pid|0000000001009024367|tx|10090|	ath:AT5G01670
pid|0000000000100909549|tx|10090|	ath:AT1G59950
pid|0000000000100909549|tx|10090|	aly:9299043
pid|0000000000100909549|tx|10090|	csat:104709017
pid|0000000000100909549|tx|10090|	ath:AT1G59960
pid|0000000000100909549|tx|10090|	crb:17884467
pid|0000000000100909549|tx|10090|	csat:104700753
pid|0000000000100909549|tx|10090|	csat:104700754
pid|0000000000100909549|tx|10090|	aly:9322713
pid|0000000000100909549|tx|10090|	crb:17896534
pid|0000000000100909549|tx|10090|	ath:AT2G37790
